rewrite,nbre_car
sainte-marguerite-sur-duclair,29,Sainte-Marguerite-sur-Duclair
sainte-marguerite-sur-fauville,30,Sainte-Marguerite-sur-Fauville
sainte-marguerite-sur-mer,25,Sainte-Marguerite-sur-Mer
sainte-marie-au-bosc,20,Sainte-Marie-au-Bosc
sainte-marie-des-champs,23,Sainte-Marie-des-Champs
sandouville,11,Sandouville
sassetot-le-malgarde,20,Sassetot-le-Malgardé
sassetot-le-mauconduit,22,Sassetot-le-Mauconduit
sasseville,10,Sasseville
sauchay,7,Sauchay
saumont-la-poterie,18,Saumont-la-Poterie
sauqueville,11,Sauqueville
saussay,7,Saussay
sausseuzemare-en-caux,21,Sausseuzemare-en-Caux
senneville-sur-fecamp,21,Senneville-sur-Fécamp
sept-meules,11,Sept-Meules
serqueux,8,Serqueux
servaville-salmonville,22,Servaville-Salmonville
sevis,5,Sévis
sierville,9,Sierville
sigy-en-bray,12,Sigy-en-Bray
smermesnil,10,Smermesnil
sommery,7,Sommery
sommesnil,9,Sommesnil
sorquainville,13,Sorquainville
sotteville-les-rouen,20,Sotteville-lès-Rouen
sotteville-sous-le-val,22,Sotteville-sous-le-Val
sotteville-sur-mer,18,Sotteville-sur-Mer
tancarville,11,Tancarville
therouldeville,14,Thérouldeville
theuville-aux-maillots,22,Theuville-aux-Maillots
thiergeville,12,Thiergeville
thietreville,12,Thiétreville
thil-manneville,15,Thil-Manneville
thiouville,10,Thiouville
tocqueville-en-caux,19,Tocqueville-en-Caux
tocqueville-les-murs,20,Tocqueville-les-Murs
tocqueville-sur-eu,18,Tocqueville-sur-Eu
torcy-le-grand,14,Torcy-le-Grand
torcy-le-petit,14,Torcy-le-Petit
totes,5,Tôtes
touffreville-la-cable,21,Touffreville-la-Cable
touffreville-la-corbeline,25,Touffreville-la-Corbeline
touffreville-sur-eu,19,Touffreville-sur-Eu
tourville-la-chapelle,21,Tourville-la-Chapelle
tourville-la-riviere,20,Tourville-la-Rivière
tourville-les-ifs,17,Tourville-les-Ifs
tourville-sur-arques,20,Tourville-sur-Arques
toussaint,9,Toussaint
tremauville,11,Trémauville
triquerville,12,Triquerville
trouville,9,Trouville
turretot,8,Turretot
val-de-la-haye,14,Val-de-la-Haye
val-de-saane,12,Val-de-Saâne
valliquerville,14,Valliquerville
valmont,7,Valmont
varengeville-sur-mer,20,Varengeville-sur-Mer
varneville-bretteville,22,Varneville-Bretteville
vassonville,11,Vassonville
vatierville,11,Vatierville
vattetot-sous-beaumont,22,Vattetot-sous-Beaumont
vattetot-sur-mer,16,Vattetot-sur-Mer
vatteville-la-rue,17,Vatteville-la-Rue
veauville-les-baons,19,Veauville-lès-Baons
veauville-les-quelles,21,Veauville-lès-Quelles
venestanville,13,Vénestanville
ventes-saint-remy,17,Ventes-Saint-Rémy
vergetot,8,Vergetot
veules-les-roses,16,Veules-les-Roses
veulettes-sur-mer,17,Veulettes-sur-Mer
vibeuf,6,Vibeuf
vieux-manoir,12,Vieux-Manoir
vieux-rouen-sur-bresle,22,Vieux-Rouen-sur-Bresle
villainville,12,Villainville
villequier,10,Villequier
villers-ecalles,15,Villers-Ecalles
villers-sous-foucarmont,23,Villers-sous-Foucarmont
villy-sur-yeres,15,Villy-sur-Yères
vinnemerville,13,Vinnemerville
virville,8,Virville
vittefleur,10,Vittefleur
wanchy-capval,13,Wanchy-Capval
yainville,9,Yainville
yebleron,8,Yébleron
yerville,8,Yerville
ymare,5,Ymare
yport,5,Yport
ypreville-biville,17,Ypreville-Biville
yquebeuf,8,Yquebeuf
yvecrique,9,Yvecrique
yvetot,6,Yvetot
yville-sur-seine,16,Yville-sur-Seine
acheres-la-foret,16,Achères-la-Forêt
amillis,7,Amillis
amponville,10,Amponville
andrezel,8,Andrezel
annet-sur-marne,15,Annet-sur-Marne
arbonne-la-foret,16,Arbonne-la-Forêt
argentieres,11,Argentières
armentieres-en-brie,19,Armentières-en-Brie
arville,7,Arville
aubepierre-ozouer-le-repos,26,Aubepierre-Ozouer-le-Repos
aufferville,11,Aufferville
augers-en-brie,14,Augers-en-Brie
aulnoy,6,Aulnoy
avon,4,Avon
baby,4,Baby
bagneaux-sur-loing,18,Bagneaux-sur-Loing
bailly-romainvilliers,21,Bailly-Romainvilliers
balloy,6,Balloy
bannost-villegagnon,19,Bannost-Villegagnon
barbey,6,Barbey
barbizon,8,Barbizon
barcy,5,Barcy
bassevelle,10,Bassevelle
bazoches-les-bray,17,Bazoches-lès-Bray
beauchery-saint-martin,22,Beauchery-Saint-Martin
beaumont-du-gatinais,20,Beaumont-du-Gâtinais
beautheil,9,Beautheil
beauvoir,8,Beauvoir
bellot,6,Bellot
bernay-vilbert,14,Bernay-Vilbert
beton-bazoches,14,Beton-Bazoches
bezalles,8,Bezalles
blandy,6,Blandy
blennes,7,Blennes
bois-le-roi,11,Bois-le-Roi
boisdon,7,Boisdon
boissettes,10,Boissettes
boissise-la-bertrand,20,Boissise-la-Bertrand
boissise-le-roi,15,Boissise-le-Roi
boissy-aux-cailles,18,Boissy-aux-Cailles
boissy-le-chatel,16,Boissy-le-Châtel
boitron,7,Boitron
bombon,6,Bombon
bougligny,9,Bougligny
boulancourt,11,Boulancourt
bouleurs,8,Bouleurs
bourron-marlotte,16,Bourron-Marlotte
boutigny,8,Boutigny
bransles,8,Bransles
bray-sur-seine,14,Bray-sur-Seine
breau,5,Bréau
brie-comte-robert,17,Brie-Comte-Robert
brou-sur-chantereine,20,Brou-sur-Chantereine
burcy,5,Burcy
bussieres,9,Bussières
bussy-saint-georges,19,Bussy-Saint-Georges
bussy-saint-martin,18,Bussy-Saint-Martin
buthiers,8,Buthiers
cannes-ecluse,13,Cannes-Ecluse
carnetin,8,Carnetin
cely,4,Cély
cerneux,7,Cerneux
cesson,6,Cesson
cessoy-en-montois,17,Cessoy-en-Montois
chailly-en-biere,16,Chailly-en-Bière
chailly-en-brie,15,Chailly-en-Brie
chaintreaux,11,Chaintreaux
chalautre-la-grande,19,Chalautre-la-Grande
chalautre-la-petite,19,Chalautre-la-Petite
chalifert,9,Chalifert
chalmaison,10,Chalmaison
chambry,7,Chambry
chamigny,8,Chamigny
champagne-sur-seine,19,Champagne-sur-Seine
champcenest,11,Champcenest
champdeuil,10,Champdeuil
champeaux,9,Champeaux
champs-sur-marne,16,Champs-sur-Marne
changis-sur-marne,17,Changis-sur-Marne
chanteloup-en-brie,18,Chanteloup-en-Brie
charmentray,11,Charmentray
charny,6,Charny
chartrettes,11,Chartrettes
chartronges,11,Chartronges
chateau-landon,14,Château-Landon
chateaubleau,12,Châteaubleau
chatenay-sur-seine,18,Châtenay-sur-Seine
chatenoy,8,Châtenoy
chatillon-la-borde,18,Châtillon-la-Borde
chatres,7,Châtres
chauconin-neufmontiers,22,Chauconin-Neufmontiers
chauffry,8,Chauffry
chaumes-en-brie,15,Chaumes-en-Brie
chelles,7,Chelles
chenoise,8,Chenoise
chenou,6,Chenou
chessy,6,Chessy
chevrainvilliers,16,Chevrainvilliers
chevru,6,Chevru
chevry-cossigny,15,Chevry-Cossigny
chevry-en-sereine,17,Chevry-en-Sereine
choisy-en-brie,14,Choisy-en-Brie
citry,5,Citry
claye-souilly,13,Claye-Souilly
clos-fontaine,13,Clos-Fontaine
cocherel,8,Cocherel
collegien,9,Collégien
combs-la-ville,14,Combs-la-Ville
compans,7,Compans
conches-sur-gondoire,20,Conches-sur-Gondoire
conde-sainte-libiaire,21,Condé-Sainte-Libiaire
congis-sur-therouanne,21,Congis-sur-Thérouanne
coubert,7,Coubert
couilly-pont-aux-dames,22,Couilly-Pont-aux-Dames
coulombs-en-valois,18,Coulombs-en-Valois
coulommes,9,Coulommes
coulommiers,11,Coulommiers
coupvray,8,Coupvray
courcelles-en-bassee,20,Courcelles-en-Bassée
courchamp,9,Courchamp
courpalay,9,Courpalay
courquetaine,12,Courquetaine
courtacon,9,Courtacon
courtomer,9,Courtomer
courtry,7,Courtry
coutencon,9,Coutençon
coutevroult,11,Coutevroult
crecy-la-chapelle,17,Crécy-la-Chapelle
cregy-les-meaux,15,Crégy-lès-Meaux
crevecoeur-en-brie,18,Crèvecoeur-en-Brie
crisenoy,8,Crisenoy
croissy-beaubourg,17,Croissy-Beaubourg
crouy-sur-ourcq,15,Crouy-sur-Ourcq
cucharmoy,9,Cucharmoy
cuisy,5,Cuisy
dagny,5,Dagny
dammarie-les-lys,16,Dammarie-les-Lys
dammartin-en-goele,18,Dammartin-en-Goële
dammartin-sur-tigeaux,21,Dammartin-sur-Tigeaux
dampmart,8,Dampmart
darvault,8,Darvault
dhuisy,6,Dhuisy
diant,5,Diant
donnemarie-dontilly,19,Donnemarie-Dontilly
dormelles,9,Dormelles
doue,4,Doue
douy-la-ramee,13,Douy-la-Ramée
echouboulains,13,Echouboulains
orvanne,7,Orvanne
egligny,7,Egligny
egreville,9,Egreville
emerainville,12,Emerainville
episy,5,Episy
esbly,5,Esbly
esmans,6,Esmans
etrepilly,9,Etrépilly
everly,6,Everly
evry-gregy-sur-yerre,20,Evry-Grégy-sur-Yerre
faremoutiers,12,Faremoutiers
favieres,8,Favières
fay-les-nemours,15,Fay-lès-Nemours
fericy,6,Féricy
ferolles-attilly,16,Férolles-Attilly
ferrieres-en-brie,17,Ferrières-en-Brie
flagy,5,Flagy
fleury-en-biere,15,Fleury-en-Bière
fontaine-fourches,17,Fontaine-Fourches
fontaine-le-port,16,Fontaine-le-Port
fontainebleau,13,Fontainebleau
fontains,8,Fontains
fontenailles,12,Fontenailles
fontenay-tresigny,17,Fontenay-Trésigny
forfry,6,Forfry
forges,6,Forges
fouju,5,Fouju
fresnes-sur-marne,17,Fresnes-sur-Marne
fretoy,6,Frétoy
fromont,7,Fromont
fublaines,9,Fublaines
garentreville,13,Garentreville
gastins,7,Gastins
germigny-l-eveque,17,Germigny-l'Evêque
germigny-sous-coulombs,22,Germigny-sous-Coulombs
gesvres-le-chapitre,19,Gesvres-le-Chapitre
giremoutiers,12,Giremoutiers
gironville,10,Gironville
gouaix,6,Gouaix
gouvernes,9,Gouvernes
grandpuits-bailly-carrois,25,Grandpuits-Bailly-Carrois
gravon,6,Gravon
gressy,6,Gressy
gretz-armainvilliers,20,Gretz-Armainvilliers
grez-sur-loing,14,Grez-sur-Loing
grisy-suisnes,13,Grisy-Suisnes
grisy-sur-seine,15,Grisy-sur-Seine
guerard,7,Guérard
guercheville,12,Guercheville
guermantes,10,Guermantes
guignes,7,Guignes
gurcy-le-chatel,15,Gurcy-le-Châtel
hautefeuille,12,Hautefeuille
hericy,6,Héricy
herme,5,Hermé
hondevilliers,13,Hondevilliers
ichy,4,Ichy
isles-les-meldeuses,19,Isles-les-Meldeuses
isles-les-villenoy,18,Isles-lès-Villenoy
iverny,6,Iverny
jablines,8,Jablines
jaignes,7,Jaignes
jaulnes,7,Jaulnes
jossigny,8,Jossigny
jouarre,7,Jouarre
jouy-le-chatel,14,Jouy-le-Châtel
jouy-sur-morin,14,Jouy-sur-Morin
juilly,6,Juilly
jutigny,7,Jutigny
la-brosse-montceaux,19,"La Brosse-Montceaux"
la-celle-sur-morin,18,"La Celle-sur-Morin"
la-chapelle-gauthier,20,"La Chapelle-Gauthier"
la-chapelle-iger,16,"La Chapelle-Iger"
la-chapelle-la-reine,20,"La Chapelle-la-Reine"
la-chapelle-moutils,19,"La Chapelle-Moutils"
la-chapelle-rablais,19,"La Chapelle-Rablais"
la-chapelle-saint-sulpice,25,"La Chapelle-Saint-Sulpice"
la-croix-en-brie,16,"La Croix-en-Brie"
la-ferte-gaucher,16,"La Ferté-Gaucher"
la-ferte-sous-jouarre,21,"La Ferté-sous-Jouarre"
la-genevraye,12,"La Genevraye"
la-grande-paroisse,18,"La Grande-Paroisse"
la-haute-maison,15,"La Haute-Maison"
la-houssaye-en-brie,19,"La Houssaye-en-Brie"
la-madeleine-sur-loing,22,"La Madeleine-sur-Loing"
la-rochette,11,"La Rochette"
la-tombe,8,"La Tombe"
la-tretoire,11,"La Trétoire"
lagny-sur-marne,15,Lagny-sur-Marne
larchant,8,Larchant
laval-en-brie,13,Laval-en-Brie
le-chatelet-en-brie,19,"Le Châtelet-en-Brie"
le-mee-sur-seine,16,"Le Mée-sur-Seine"
le-mesnil-amelot,16,"Le Mesnil-Amelot"
le-pin,6,"Le Pin"
le-plessis-aux-bois,19,"Le Plessis-aux-Bois"
le-plessis-feu-aussoux,22,"Le Plessis-Feu-Aussoux"
le-plessis-l-eveque,19,"Le Plessis-l'Evêque"
le-plessis-placy,16,"Le Plessis-Placy"
le-vaudoue,10,"Le Vaudoué"
lechelle,8,Léchelle
les-chapelles-bourbon,21,"Les Chapelles-Bourbon"
les-ecrennes,12,"Les Ecrennes"
les-marets,10,"Les Marêts"
les-ormes-sur-voulzie,21,"Les Ormes-sur-Voulzie"
lescherolles,12,Lescherolles
lesches,7,Lesches
lesigny,7,Lésigny
leudon-en-brie,14,Leudon-en-Brie
lieusaint,9,Lieusaint
limoges-fourches,16,Limoges-Fourches
lissy,5,Lissy
liverdy-en-brie,15,Liverdy-en-Brie
livry-sur-seine,15,Livry-sur-Seine
lizines,7,Lizines
lizy-sur-ourcq,14,Lizy-sur-Ourcq
lognes,6,Lognes
longperrier,11,Longperrier
longueville,11,Longueville
lorrez-le-bocage-preaux,23,Lorrez-le-Bocage-Préaux
louan-villegruis-fontaine,25,Louan-Villegruis-Fontaine
luisetaines,11,Luisetaines
lumigny-nesles-ormeaux,22,Lumigny-Nesles-Ormeaux
luzancy,7,Luzancy
machault,8,Machault
magny-le-hongre,15,Magny-le-Hongre
maincy,6,Maincy
maison-rouge,12,Maison-Rouge
maisoncelles-en-brie,20,Maisoncelles-en-Brie
maisoncelles-en-gatinais,24,Maisoncelles-en-Gâtinais
marchemoret,11,Marchémoret
marcilly,8,Marcilly
mareuil-les-meaux,17,Mareuil-lès-Meaux
marles-en-brie,14,Marles-en-Brie
marolles-en-brie,16,Marolles-en-Brie
marolles-sur-seine,18,Marolles-sur-Seine
mary-sur-marne,14,Mary-sur-Marne
mauperthuis,11,Mauperthuis
mauregard,9,Mauregard
may-en-multien,14,May-en-Multien
meaux,5,Meaux
meigneux,8,Meigneux
meilleray,9,Meilleray
melun,5,Melun
melz-sur-seine,14,Melz-sur-Seine
mery-sur-marne,14,Méry-sur-Marne
messy,5,Messy
misy-sur-yonne,14,Misy-sur-Yonne
mitry-mory,10,Mitry-Mory
moisenay,8,Moisenay
moissy-cramayel,15,Moissy-Cramayel
mondreville,11,Mondreville
mons-en-montois,15,Mons-en-Montois
montarlot,9,Montarlot
montceaux-les-meaux,19,Montceaux-lès-Meaux
montceaux-les-provins,21,Montceaux-lès-Provins
montcourt-fromonville,21,Montcourt-Fromonville
montdauphin,11,Montdauphin
montenils,9,Montenils
montereau-fault-yonne,21,Montereau-Fault-Yonne
montereau-sur-le-jard,21,Montereau-sur-le-Jard
montevrain,10,Montévrain
montge-en-goele,15,Montgé-en-Goële
monthyon,8,Monthyon
montigny-le-guesdier,20,Montigny-le-Guesdier
montigny-lencoup,16,Montigny-Lencoup
montigny-sur-loing,18,Montigny-sur-Loing
montmachoux,11,Montmachoux
montolivet,10,Montolivet
montry,6,Montry
mormant,7,Mormant
mortcerf,8,Mortcerf
mortery,7,Mortery
mouroux,7,Mouroux
mousseaux-les-bray,18,Mousseaux-lès-Bray
moussy-le-neuf,14,Moussy-le-Neuf
moussy-le-vieux,15,Moussy-le-Vieux
mouy-sur-seine,14,Mouy-sur-Seine
nandy,5,Nandy
nangis,6,Nangis
nanteau-sur-essonne,19,Nanteau-sur-Essonne
nanteau-sur-lunain,18,Nanteau-sur-Lunain
nanteuil-les-meaux,18,Nanteuil-lès-Meaux
nanteuil-sur-marne,18,Nanteuil-sur-Marne
nantouillet,11,Nantouillet
nemours,7,Nemours
neufmoutiers-en-brie,20,Neufmoutiers-en-Brie
noisiel,7,Noisiel
noisy-rudignon,14,Noisy-Rudignon
noisy-sur-ecole,15,Noisy-sur-Ecole
nonville,8,Nonville
noyen-sur-seine,15,Noyen-sur-Seine
obsonville,10,Obsonville
ocquerre,8,Ocquerre
oissery,7,Oissery
orly-sur-morin,14,Orly-sur-Morin
ormesson,8,Ormesson
othis,5,Othis
ozoir-la-ferriere,17,Ozoir-la-Ferrière
ozouer-le-voulgis,17,Ozouër-le-Voulgis
paley,5,Paley
pamfou,6,Pamfou
paroy,5,Paroy
passy-sur-seine,15,Passy-sur-Seine
pecy,4,Pécy
penchard,8,Penchard
perthes,7,Perthes
pezarches,9,Pézarches
pierre-levee,12,Pierre-Levée
poigny,6,Poigny
poincy,6,Poincy
poligny,7,Poligny
pommeuse,8,Pommeuse
pomponne,8,Pomponne
pontault-combault,17,Pontault-Combault
pontcarre,9,Pontcarré
precy-sur-marne,15,Précy-sur-Marne
presles-en-brie,15,Presles-en-Brie
pringy,6,Pringy
provins,7,Provins
puisieux,8,Puisieux
quiers,6,Quiers
quincy-voisins,14,Quincy-Voisins
rampillon,9,Rampillon
reau,4,Réau
rebais,6,Rebais
recloses,8,Recloses
remauville,10,Remauville
reuil-en-brie,13,Reuil-en-Brie
roissy-en-brie,14,Roissy-en-Brie
rouilly,7,Rouilly
rouvres,7,Rouvres
rozay-en-brie,13,Rozay-en-Brie
rubelles,8,Rubelles
rumont,6,Rumont
rupereux,8,Rupéreux
saacy-sur-marne,15,Saâcy-sur-Marne
sablonnieres,12,Sablonnières
saint-augustin,14,Saint-Augustin
saint-barthelemy,16,Saint-Barthélemy
saint-brice,11,Saint-Brice
saint-cyr-sur-morin,19,Saint-Cyr-sur-Morin
saint-denis-les-rebais,22,Saint-Denis-lès-Rebais
saint-fargeau-ponthierry,24,Saint-Fargeau-Ponthierry
saint-fiacre,12,Saint-Fiacre
saint-germain-laval,19,Saint-Germain-Laval
saint-germain-laxis,19,Saint-Germain-Laxis
saint-germain-sous-doue,23,Saint-Germain-sous-Doue
saint-germain-sur-ecole,23,Saint-Germain-sur-Ecole
saint-germain-sur-morin,23,Saint-Germain-sur-Morin
saint-hilliers,14,Saint-Hilliers
saint-jean-les-deux-jumeaux,27,Saint-Jean-les-Deux-Jumeaux
saint-just-en-brie,18,Saint-Just-en-Brie
saint-leger,11,Saint-Léger
saint-loup-de-naud,18,Saint-Loup-de-Naud
saint-mammes,12,Saint-Mammès
saint-mard,10,Saint-Mard
saint-mars-vieux-maisons,24,Saint-Mars-Vieux-Maisons
saint-martin-des-champs,23,Saint-Martin-des-Champs
saint-martin-du-boschet,23,Saint-Martin-du-Boschet
saint-martin-en-biere,21,Saint-Martin-en-Bière
saint-mery,10,Saint-Méry
saint-mesmes,12,Saint-Mesmes
saint-ouen-en-brie,18,Saint-Ouen-en-Brie
saint-ouen-sur-morin,20,Saint-Ouen-sur-Morin
saint-pathus,12,Saint-Pathus
saint-pierre-les-nemours,24,Saint-Pierre-lès-Nemours
saint-remy-la-vanne,19,Saint-Rémy-la-Vanne
saint-sauveur-les-bray,22,Saint-Sauveur-lès-Bray
saint-sauveur-sur-ecole,23,Saint-Sauveur-sur-Ecole
saint-simeon,12,Saint-Siméon
saint-soupplets,15,Saint-Soupplets
saint-thibault-des-vignes,25,Saint-Thibault-des-Vignes
sainte-aulde,12,Sainte-Aulde
sainte-colombe,14,Sainte-Colombe
saints,6,Saints
salins,6,Salins
sammeron,8,Sammeron
samois-sur-seine,16,Samois-sur-Seine
samoreau,8,Samoreau
sancy,5,Sancy
sancy-les-provins,17,Sancy-lès-Provins
savigny-le-temple,17,Savigny-le-Temple
savins,6,Savins
seine-port,10,Seine-Port
sept-sorts,10,Sept-Sorts
serris,6,Serris
servon,6,Servon
signy-signets,13,Signy-Signets
sigy,4,Sigy
sivry-courtry,13,Sivry-Courtry
sognolles-en-montois,20,Sognolles-en-Montois
soignolles-en-brie,18,Soignolles-en-Brie
soisy-bouy,10,Soisy-Bouy
solers,6,Solers
souppes-sur-loing,17,Souppes-sur-Loing
sourdun,7,Sourdun
tancrou,7,Tancrou
thenisy,7,Thénisy
thieux,6,Thieux
thomery,7,Thomery
thorigny-sur-marne,18,Thorigny-sur-Marne
thoury-ferottes,15,Thoury-Férottes
tigeaux,7,Tigeaux
torcy,5,Torcy
touquin,7,Touquin
tournan-en-brie,15,Tournan-en-Brie
tousson,7,Tousson
treuzy-levelay,14,Treuzy-Levelay
trilbardou,10,Trilbardou
trilport,8,Trilport
trocy-en-multien,16,Trocy-en-Multien
ury,3,Ury
ussy-sur-marne,14,Ussy-sur-Marne
vaires-sur-marne,16,Vaires-sur-Marne
valence-en-brie,15,Valence-en-Brie
vanville,8,Vanvillé
varennes-sur-seine,18,Varennes-sur-Seine
varreddes,9,Varreddes
vaucourtois,11,Vaucourtois
vaudoy-en-brie,14,Vaudoy-en-Brie
vaux-le-penil,13,Vaux-le-Pénil
vaux-sur-lunain,15,Vaux-sur-Lunain
vendrest,8,Vendrest
veneux-les-sablons,18,Veneux-les-Sablons
verdelot,8,Verdelot
verneuil-l-etang,16,Verneuil-l'Etang
vernou-la-celle-sur-seine,25,Vernou-la-Celle-sur-Seine
vert-saint-denis,16,Vert-Saint-Denis
vieux-champagne,15,Vieux-Champagne
vignely,7,Vignely
ville-saint-jacques,19,Ville-Saint-Jacques
villebeon,9,Villebéon
villecerf,9,Villecerf
villemarechal,13,Villemaréchal
villemareuil,12,Villemareuil
villemer,8,Villemer
villenauxe-la-petite,20,Villenauxe-la-Petite
villeneuve-le-comte,19,Villeneuve-le-Comte
villeneuve-les-bordes,21,Villeneuve-les-Bordes
villeneuve-saint-denis,22,Villeneuve-Saint-Denis
villeneuve-sous-dammartin,25,Villeneuve-sous-Dammartin
villeneuve-sur-bellot,21,Villeneuve-sur-Bellot
villenoy,8,Villenoy
villeparisis,12,Villeparisis
villeroy,8,Villeroy
villevaude,10,Villevaudé
villiers-en-biere,17,Villiers-en-Bière
villiers-saint-georges,22,Villiers-Saint-Georges
villiers-sous-grez,18,Villiers-sous-Grez
villiers-sur-morin,18,Villiers-sur-Morin
villiers-sur-seine,18,Villiers-sur-Seine
villuis,7,Villuis
vimpelles,9,Vimpelles
vinantes,8,Vinantes
vincy-manoeuvre,15,Vincy-Manoeuvre
voinsles,8,Voinsles
voisenon,8,Voisenon
voulangis,9,Voulangis
voulton,7,Voulton
voulx,5,Voulx
vulaines-les-provins,20,Vulaines-lès-Provins
vulaines-sur-seine,18,Vulaines-sur-Seine
yebles,6,Yèbles
ablis,5,Ablis
acheres,7,Achères
adainville,10,Adainville
aigremont,9,Aigremont
allainville,11,Allainville
andelu,6,Andelu
andresy,7,Andrésy
arnouville-les-mantes,21,Arnouville-lès-Mantes
aubergenville,13,Aubergenville
auffargis,9,Auffargis
auffreville-brasseuil,21,Auffreville-Brasseuil
aulnay-sur-mauldre,18,Aulnay-sur-Mauldre
auteuil,7,Auteuil
autouillet,10,Autouillet
bailly,6,Bailly
bazainville,11,Bazainville
bazemont,8,Bazemont
bazoches-sur-guyonne,20,Bazoches-sur-Guyonne
behoust,7,Béhoust
bennecourt,10,Bennecourt
beynes,6,Beynes
blaru,5,Blaru
boinville-en-mantois,20,Boinville-en-Mantois
boinville-le-gaillard,21,Boinville-le-Gaillard
boinvilliers,12,Boinvilliers
bois-d-arcy,11,Bois-d'Arcy
boissets,8,Boissets
boissy-mauvoisin,16,Boissy-Mauvoisin
boissy-sans-avoir,17,Boissy-sans-Avoir
bonnelles,9,Bonnelles
bonnieres-sur-seine,19,Bonnières-sur-Seine
bouafle,7,Bouafle
bougival,8,Bougival
bourdonne,9,Bourdonné
breuil-bois-robert,18,Breuil-Bois-Robert
breval,6,Bréval
brueil-en-vexin,15,Brueil-en-Vexin
buc,3,Buc
buchelay,8,Buchelay
bullion,7,Bullion
carrieres-sous-poissy,21,Carrières-sous-Poissy
carrieres-sur-seine,19,Carrières-sur-Seine
cernay-la-ville,15,Cernay-la-Ville
chambourcy,10,Chambourcy
chanteloup-les-vignes,21,Chanteloup-les-Vignes
chapet,6,Chapet
chateaufort,11,Châteaufort
chatou,6,Chatou
chaufour-les-bonnieres,22,Chaufour-lès-Bonnières
chavenay,8,Chavenay
chevreuse,9,Chevreuse
choisel,7,Choisel
civry-la-foret,14,Civry-la-Forêt
clairefontaine-en-yvelines,26,Clairefontaine-en-Yvelines
coignieres,10,Coignières
conde-sur-vesgre,16,Condé-sur-Vesgre
conflans-sainte-honorine,24,Conflans-Sainte-Honorine
courgent,8,Courgent
cravent,7,Cravent
crespieres,10,Crespières
croissy-sur-seine,17,Croissy-sur-Seine
dammartin-en-serve,18,Dammartin-en-Serve
dampierre-en-yvelines,21,Dampierre-en-Yvelines
dannemarie,10,Dannemarie
davron,6,Davron
drocourt,8,Drocourt
ecquevilly,10,Ecquevilly
elancourt,9,Elancourt
emance,6,Emancé
epone,5,Epône
evecquemont,11,Evecquemont
favrieux,8,Favrieux
feucherolles,12,Feucherolles
flacourt,8,Flacourt
flexanville,11,Flexanville
flins-neuve-eglise,18,Flins-Neuve-Eglise
flins-sur-seine,15,Flins-sur-Seine
follainville-dennemont,22,Follainville-Dennemont
fontenay-le-fleury,18,Fontenay-le-Fleury
fontenay-mauvoisin,18,Fontenay-Mauvoisin
fontenay-saint-pere,19,Fontenay-Saint-Père
fourqueux,9,Fourqueux
freneuse,8,Freneuse
gaillon-sur-montcient,21,Gaillon-sur-Montcient
galluis,7,Galluis
gambais,7,Gambais
gambaiseuil,11,Gambaiseuil
garancieres,11,Garancières
gargenville,11,Gargenville
gazeran,7,Gazeran
gommecourt,10,Gommecourt
goupillieres,12,Goupillières
goussonville,12,Goussonville
grandchamp,10,Grandchamp
gressey,7,Gressey
grosrouvre,10,Grosrouvre
guernes,7,Guernes
guerville,9,Guerville
guitrancourt,12,Guitrancourt
guyancourt,10,Guyancourt
hardricourt,11,Hardricourt
hargeville,10,Hargeville
herbeville,10,Herbeville
hermeray,8,Hermeray
houdan,6,Houdan
houilles,8,Houilles
issou,5,Issou
jambville,9,Jambville
jeufosse,8,Jeufosse
jouars-pontchartrain,20,Jouars-Pontchartrain
jouy-en-josas,13,Jouy-en-Josas
jouy-mauvoisin,14,Jouy-Mauvoisin
jumeauville,11,Jumeauville
juziers,7,Juziers
l-etang-la-ville,16,L'Étang-la-Ville
la-boissiere-ecole,18,"La Boissière-Ecole"
la-celle-les-bordes,19,"La Celle-les-Bordes"
la-celle-saint-cloud,20,"La Celle-Saint-Cloud"
la-falaise,10,"La Falaise"
