rewrite,gentile_f_ville
cabanessoise,Cabanessoise
cadalenoise,Cadalénoise
cadixoise,Cadixoise
cagnacoise,Cagnacoise
cahuzacoise,Cahuzacoise
cahuzacoise,Cahuzacoise
cambonnaise,Cambonnaise
cambonaise,Cambonaise
cambounesoise,Cambounésoise
cambounetoise,Cambounetoise
campagnacoise,Campagnacoise
carbaise,Carbaise
carlusienne,Carlusienne
carmausine,Carmausine
castanetoise,Castanétoise
castellevisienne,Castellévisienne
montmiralaise,Montmiralaise
castraise,Castraise
caucalieroise,Caucaliéroise
cestayrolaise,Cestayrolaise
combefasienne,Combefasienne
cordaise,Cordaise
coufouleenne,Coufouléenne
cariole,Cariole
crespinoise,Crespinoise
crespinetoise,Crespinetoise
cunacoise,Cunacoise
cuquoise,Cuquoise
cuquoise,Cuquoise
curvalloise,Curvalloise
damiattoise,Damiattoise
denatoise,Dénatoise
donnazacoise,Donnazacoise
dourgnole,Dourgnole
durfortoise,Durfortoise
escarsentoise,Escarsentoise
escrosole,Escrosole
esperaussaise,Espéraussaise
fauchoise,Fauchoise
fayssacoise,Fayssacoise
fenolaise,Fénolaise
ferrierole,Ferriérole
fiacoise,Fiacoise
florentinoise,Florentinoise
fraissinoise,Fraissinoise
frausseillaise,Frausseillaise
frejairollaise,Fréjairollaise
frejevilloise,Fréjévilloise
gaillacoise,Gaillacoise
garrevaquoise,Garrevaquoise
garriguaise,Garriguaise
gijounetine,Gijounetine
giroussinaise,Giroussinaise
graulhetoise,Graulhetoise
grazacoise,Grazacoise
itzacoise,Itzacoise
jonquieroise,Jonquiéroise
jouquevieloise,Jouqueviéloise
sauzieraine,Sauzieraine
labarthaise,Labarthaise
bastidoise,Bastidoise
bastidoise,Bastidoise
bastidienne,Bastidienne
bastidienne,Bastidienne
bastidienne,Bastidienne
labesserine,Labesserine
boulbenoise,Boulbenoise
laboutartegeoise,Laboutartégeoise
labruguieroise,Labruguiéroise
cabaredienne,Cabarédienne
capeloise,Capéloise
lacaunaise,Lacaunaise
lacazoise,Lacazoise
cadolienne,Cadolienne
lacroisillaise,Lacroisillaise
crouzetolle,Crouzetolle
gardiolaise,Gardiolaise
lagarriguoise,Lagarriguoise
lagravoise,Lagravoise
albaredoise,Albaredoise
lamillarienne,Lamillarienne
monteliotte,Monteliotte
parrouquialoise,Parrouquialoise
roucanelle,Roucanelle
failladaise,Failladaise
lasgraissoise,Lasgraïssoise
lautrecoise,Lautrécoise
vaureenne,Vauréenne
bessoise,Bessoise
dournaise,Dournaise
frayssole,Frayssole
garricoise,Garricoise
rialetoise,Rialetoise
riolaise,Riolaise
segurienne,Ségurienne
sequestroise,Sequestroise
travetoise,Travetoise
verdieroise,Verdiéroise
vintrounaise,Vintrounaise
ledassoise,Lédassoise
lempautoise,Lempautoise
cabannaise,Cabannaise
cammazole,Cammazole
lescoutoise,Lescoutoise
lescurienne,Lescurienne
lisloise,Lisloise
liversoises-et-cazelloise,"Liversoises et Cazelloise"
lombersoise,Lombersoise
loubersoise,Loubersoise
loupiacoise,Loupiacoise
luganaise,Luganaise
magrinoise,Magrinoise
mailhocoise,Mailhocoise
marnavoise,Marnavoise
marsalaise,Marsalaise
marssacoise,Marssacoise
marzinoise,Marzinoise
massacoise,Massacoise
massagueloise,Massagueloise
massalaise,Massalaise
maurensoise,Maurensoise
mazametaine,Mazamétaine
mezensolle,Mézensolle
milharsoise,Milharsoise
milhavetoise,Milhavétoise
miolloise,Miolloise
mirandolaise,Mirandolaise
missecloise,Missecloise
monestiesaine,Monestiesaine
montrocoise,Montrocoise
montanaise,Montanaise
montauriolaise,Montauriolaise
cabriemontoise,Cabriémontoise
montdragonaise,Montdragonaise
montduraussoise,Montduraussoise
monteloise,Montéloise
montgaillardaise,Montgaillardaise
montjetoise,Montjétoise
montiratoise,Montiratoise
montpinieroise,Montpiniéroise
montredonnaise,Montredonnaise
montrozerienne,Montrozérienne
montvalenoise,Montvalénoise
moularesienne,Moularésienne
moulayresoise,Moulayrésoise
moulin-mageoise,Moulin-Mageoise
mouzenssoise,Mouzenssoise
mouziensoise,Mouziensoise
mouzieissoise,Mouzieissoise
murataise,Murataise
nageolle,Nageolle
navessolle,Navessolle
noailhacoise,Noailhacoise
noaillaise,Noaillaise
orbanaise,Orbanaise
padiessoise,Padiessoise
pallevilloise,Pallevilloise
pampelonnaise,Pampelonnaise
parisotaine,Parisotaine
paulinetolle,Paulinétolle
payrinoise,Payrinoise
pechaudissoise,Péchaudissoise
pennolle,Pennolle
peyregousine,Peyregousine
peyrolaise,Peyrolaise
pont-de-l-arnaise,Pont-de-l'Arnaise
poudissoise,Poudissoise
poulannaises-pouzolaise,Poulannaises-Pouzolaise
pradeenne,Pradéenne
pratvielloise,Pratvielloise
puybegonnaise,Puybegonnaise
puycalveloise,Puycalveloise
puycelsienne,Puycelsienne
puygouzonaise,Puygouzonaise
puylaurentaise,Puylaurentaise
rabastinoise,Rabastinoise
rayssagolle,Rayssagolle
realmontaise,Réalmontaise
rivieroise,Riviéroise
roneloise,Ronéloise
roquecourbaine,Roquecourbaine
roquemaurienne,Roquemaurienne
roquevidalaise,Roquevidalaise
rosieroise,Rosiéroise
rouffiacoise,Rouffiacoise
roumegouzolle,Roumegouzolle
roussayrollaise,Roussayrollaise
saint-affricaine,Saint-Affricaine
saint-agnanaise,Saint-Agnanaise
saint-amancetoise,Saint-Amancétoise
saint-amantaise,Saint-Amantaise
saint-amantaise,Saint-Amantaise
andresienne,Andrésienne
saint-antoninoise,Saint-Antoninoise
saint-avitoise,Saint-Avitoise
saint-beauziloise,Saint-Beauziloise
benedictine,Bénédictine
christophaise,Christophaise
saint-cirguoise,Saint-Cirguoise
saint-gauzinoise,Saint-Gauzinoise
saint-genestaise,Saint-Genestaise
saint-germinoise,Saint-Germinoise
saint-germieroise,Saint-Germiéroise
saint-gregorienne,Saint-Grégorienne
saint-jeannaise,Saint-Jeannaise
saint-jean-de-rivoise,Saint-Jean-de-Rivoise
saint-jean-valoise,Saint-Jean-Valoise
saint-juerienne,Saint-Juérienne
saint-juliennoise,Saint-Juliennoise
fenassolle,Fénassolle
leoncienne,Léoncienne
saint-micheloise,Saint-Micheloise
micheloise,Micheloise
saint-paulaise,Saint-Paulaise
saint-pierraise,Saint-Pierraise
saint-salvigeoise,Saint-Salvigeoise
saint-salviole,Saint-Salviole
saint-serninoise,Saint-Serninoise
saint-sulpicienne,Saint-Sulpicienne
saint-urcissienne,Saint-Urcissienne
cayrousienne,Cayrousienne
sainte-gemmoise,Sainte-Gemmoise
saixole,Saïxole
saliessoise,Saliéssoise
salloise,Salloise
salvagnacoise,Salvagnacoise
saussenacoise,Saussenacoise
sauveterroise,Sauveterroise
semalensoise,Sémalensoise
senaunaise,Senaunaise
senouillacoise,Sénouillacoise
serenacoise,Sérénacoise
serviessoise,Serviessoise
sieuracoise,Sieuracoise
sorezienne,Sorèzienne
soualaise,Soualaise
souelienne,Souelienne
taissoise,Taissoise
tanusienne,Tanusienne
tauriacoise,Tauriacoise
tecounaise,Técounaise
teilletoise,Teilletoise
clapiterroise,Clapiterroise
terssacoise,Terssacoise
teulatoise,Teulatoise
teyssodaise,Teyssodaise
tonnacoise,Tonnacoise
trebanaise,Trébanaise
trebassole,Trébassole
trevienoise,Trévienoise
vabraise,Vabraise
valderoise,Valdéroise
valdurenquoise,Valdurenquoise
valencinoise,Valencinoise
vaouraise,Vaouraise
veilhoise,Veilhoise
venessienne,Vénessienne
verdallaise,Verdallaise
vianaise,Vianaise
vielmuroise,Vielmuroise
vieuxoise,Vieuxoise
villefranchienne,Villefranchienne
villeneuvoise,Villeneuvoise
villeneuveroise,Villeneuvéroise
vindracoise,Vindracoise
viracoise,Viracoise
viterboise,Viterboise
vivieroise,Viviéroise
vivieroise,Viviéroise
algardoise,Algardoise
albiassaine,Albiassaine
angevilloise,Angevilloise
ascasienne,Ascasienne
aucamvilloise,Aucamvilloise
auterivaise,Auterivaise
autinoise,Autinoise
auvillaraise,Auvillaraise
balignacoise,Balignacoise
bardiguaise,Bardiguaise
barrienne,Barrienne
beaumontoise,Beaumontoise
beaupuysienne,Beaupuysienne
belbesienne,Belbésienne
belvezoise,Belvézoise
bessinoise,Bessinoise
bioulaise,Bioulaise
boudounaise,Boudounaise
bouillacoise,Bouillacoise
boulocoise,Boulocoise
visa-bourgienne,Visa-Bourgienne
bourretoise,Bourretoise
brassacaise,Brassacaise
bressolaise,Bressolaise
bruniquelaise,bruniquelaise
campsasaise,Campsasaise
canalaise,Canalaise
castanetaise,Castanetaise
castelferrusienne,Castelferrusienne
castelmayranoise,Castelmayranoise
castelsagratoise,Castelsagratoise
castelsarrasinoise,Castelsarrasinoise
castouzetoise,Castouzetoise
caumontoise,Caumontoise
caussadaise,Caussadaise
caylusienne,Caylusienne
cayracoise,Cayracoise
cayriechaise,Cayriéchaise
cazalienne,Cazalienne
cazeenne,Cazéenne
comberougeraise,Comberougeraise
corbarienne,Corbarienne
cordoise,Cordoise
couturoise,Couturoise
cumontoise,Cumontoise
dieupentalaise,Dieupentalaise
donzacaise,Donzacaise
dunoise,Dunoise
durfortaise,Durfortaise
escatalinoise,Escatalinoise
escazeausienne,Escazeausienne
espalaisienne,Espalaisienne
esparsacaise,Esparsacaise
espinasaise,Espinasaise
fabasienne,Fabasienne
fajollaise,Fajollaise
faudoasienne,Faudoasienne
fauroussienne,Fauroussienne
feneyrolaise,Féneyrolaise
finhanaise,Finhanaise
garganvillaraise,Garganvillaraise
gasquaise,Gasquaise
genebrieraise,Génébriéraise
gensacoise,Gensacoise
gimatoise,Gimatoise
ginaloise,Ginaloise
glatenoise,Glatenoise
goasienne,Goasienne
golfechoise,Golféchoise
goudourvilloise,Goudourvilloise
gramontoise,Gramontoise
grisollaise,Grisollaise
honoroise,Honoroise
salvimontoise,Salvimontoise
theopolitaine,Théopolitaine
labarthaise,Labarthaise
pennaise,Pennaise
bastidienne,Bastidienne
bastidienne,Bastidienne
bourgadoise,Bourgadoise
livronaise,Livronaise
lachapelloise,Lachapelloise
lacourienne,Lacourienne
lacourtoise,Lacourtoise
lafittoise,Lafittoise
lafrancaisaine,Lafrançaisaine
guepienne,Guépienne
magisterienne,Magistérienne
motacapdevilloise,Motacapdevilloise
lamothoise,Lamothoise
lapinchoise,Lapinchoise
larrazettoise,Larrazettoise
lauzertine,Lauzertine
vaurettaise,Vaurettaise
lavitoise,Lavitoise
causeenne,Causéenne
pinoise,Pinoise
leojacoise,Léojacoise
barthaise,Barthaise
lizacaise,Lizacaise
lozaise,Lozaise
malausoise,Malausoise
mansonvilloise,Mansonvilloise
marignacaise,Marignacaise
marsacoise,Marsacoise
maseenne,Maséenne
maubecoise,Maubecoise
maumussonoise,Maumussonoise
meauzacoise,Meauzacoise
merloise,Merloise
mirabelaise,Mirabelaise
miramontaine,Miramontaine
moissagaise,Moissagaise
molieraine,Moliéraine
monbequinoise,Monbéquinoise
monclaraise,Monclaraise
montagudetoise,Montagudetoise
montacutaine,Montacutaine
montanienne,Montanienne
alzatmontaine,Alzatmontaine
montastrucoise,Montastrucoise
montalbanaise,Montalbanaise
barlimontaine,Barlimontaine
montbartierenne,Montbartierenne
montbetonnaise,Montbetonnaise
montechoise,Montéchoise
monteillaise,Monteillaise
montesquivoise,Montesquivoise
montfermieroise,Montfermieroise
montgaillardeenne,Montgaillardéenne
montjovienne,Montjovienne
montpezataise,Montpezataise
montricounaise,Montricounaise
mouillacoise,Mouillacoise
negrepelissienne,Négrepelissienne
nohicoise,Nohicoise
orgueilloise,Orgueilloise
parisotine,Parisotine
pervilloise,Pervilloise
piquecosaise,Piquecosaise
pommevicoise,Pommevicoise
pompignanaise,Pompignanaise
poupasoise,Poupasoise
puycornetoise,Puycornetoise
puygaillardoise,Puygaillardoise
puygaillardaise,Puygaillardaise
puylagardaise,Puylagardaise
puylaroquaine,Puylaroquaine
realvilloise,Réalvilloise
reyniesienne,Reyniésienne
roquecortoise,Roquecortoise
saint-aignanoise,Saint-Aignanoise
saint-amanaine,Saint-Amanaine
saint-amantoise,Saint-Amantoise
saint-antoninoise,Saint-Antoninoise
saint-arroumessienne,Saint-Arroumessienne
saint-beauzeilloise,Saint-Beauzeilloise
saint-ciricoise,Saint-Ciriçoise
saint-cirienne,Saint-Cirienne
saint-clairoise,Saint-Clairoise
stephanoise,Stéphanoise
saint-georgeoise,Saint-Georgeoise
bouzetoise,Bouzetoise
saint-loupaine,Saint-Loupaine
saint-micheloise,Saint-Micheloise
saint-naupharienne,Saint-Naupharienne
saint-nazaroise,Saint-Nazaroise
saint-paulaise,Saint-Paulaise
saint-porquieraine,Saint-Porquiéraine
saint-projetoise,Saint-Projetoise
saint-sardossienne,Saint-Sardossienne
antejacienne,Antéjacienne
saint-vincenoise,Saint-Vincenoise
juliettienne,Juliettienne
sauveterroise,Sauveterroise
savenesienne,Savenésienne
septfontoise,Septfontoise
serignacaise,Sérignacaise
sisteloise,Sisteloise
touffailloise,Touffailloise
trejouloise,Tréjouloise
vaissacaise,Vaïssacaise
valeilloise,Valeilloise
valencienne,Valencienne
varennoise,Varennoise
varennoise,Varennoise
vazeracaise,Vazeracaise
verdunoise,Verdunoise
verfeillaise,Verfeillaise
verlhacoise,Verlhacoise
vigueronaise,Vigueronaise
villebrumieraine,Villebrumiéraine
villemadaise,Villemadaise
aiguinoise,Aiguinoise
ampusienne,Ampusienne
artignoscaise,Artignoscaise
artiguaise,Artiguaise
aupsoise,Aupsoise
bagnolaise,Bagnolaise
bandolaise,Bandolaise
bargemoise,Bargémoise
bargemonaise,Bargemonaise
barjolaise,Barjolaise
baudinardaise,Baudinardaise
bauduennoise,Bauduennoise
belgentieroise,Belgentiéroise
bessoise,Bessoise
bormeenne,Borméenne
brassoise,Brassoise
brenonaise,Brenonaise
brignolaise,Brignolaise
brussoise,Brussoise
cabassoise,Cabassoise
callassienne,Callassienne
calliannaise,Calliannaise
campsoise,Campsoise
carcoise,Carçoise
carnoulaise,Carnoulaise
carqueirannaise,Carqueirannaise
cavalairoise,Cavalairoise
chateaudoublaine,Châteaudoublaine
castelverdoise,Castelverdoise
chateauvieillaine,Châteauvieillaine
clavesienne,Clavesienne
cogolinoise,Cogolinoise
collobrieroise,Collobriéroise
compsoise,Compsoise
corrensoise,Corrensoise
cotignaceenne,Cotignacéenne
cuersoise,Cuersoise
dracenoise,Dracenoise
entrecastelaine,Entrecastelaine
esparronnaise,Esparronnaise
ebrosienne,Ebrosienne
fayencoise,Fayençoise
figanieroise,Figaniéroise
flassanaise,Flassanaise
flayoscaise,Flayoscaise
forcalqueiroise,Forcalqueiroise
foxoise,Foxoise
frejusienne,Fréjusienne
gareoultaise,Garéoultaise
gassinoise,Gassinoise
ginasservoise,Ginasservoise
gonfaronnaise,Gonfaronnaise
grimaudoise,Grimaudoise
hyeroise,Hyéroise
bastidane,Bastidane
cadierenne,Cadiérenne
celloise,Celloise
crauroise,Crauroise
croisienne,Croisienne
farledoise,Farlédoise
gardeenne,Gardéenne
fraxinetaines-(fraxinois,"Fraxinetaines (Fraxinois"
londaise,Londaise
martroise,Martroise
moloise,Moloise
mottoise,Mottoise
roquoise,Roquoise
roquiere,Roquière
seynoise,Seynoise
valettoise,Valettoise
verdieroise,Verdiéroise
beaussetane,Beaussetane
bourguetiane,Bourguetiane
cannetoise,Cannetoise
castellane,Castellane
lavandouraine,Lavandouraine
lucoise,Lucoise
muyoise,Muyoise
pradetane,Pradétane
revestoise,Revestoise
thoroneenne,Thoronéenne
valoise,Valoise
adrechoise,Adréchoise
arcoise,Arcoise
mayonnaise,Mayonnaise
salloise,Salloise
lorguaise,Lorguaise
mazauguaise,Mazauguaise
meounaise,Méounaise
moissacaise,Moissacaise
monsoise,Monsoise
montaurousienne,Montaurousienne
montferratoise,Montferratoise
montfortaise,Montfortaise
montmeyannaise,Montmeyannaise
nansaise,Nansaise
neoulaise,Néoulaise
ollieroise,Olliéroise
ollioulaise,Ollioulaise
pierrefeucaine,Pierrefeucaine
pignantaise,Pignantaise
plandalenne,Plandalenne
plantouriane,Plantouriane
pontoise,Pontoise
pourcieraine,Pourciéraine
pourrieroise,Pourriéroise
pugetoise,Pugétoise
pugetoise,Pugétoise
ramatuelloise,Ramatuelloise
rayolaises-canadelienne,Rayolaises-Canadelienne
regussoise,Régussoise
riansaise,Riansaise
ribousienne,Ribousienne
rocbaronnaise,Rocbaronnaise
roquebrunoise,Roquebrunoise
rogieroise,Rogiéroise
antonaise,Antonaise
saint-cyrienne,Saint-Cyrienne
saint-juliennoise,Saint-Juliennoise
mandreenne,Mandréenne
saint-martinaise,Saint-Martinaise
saint-maximinoise,Saint-Maximinoise
saintpauloise,Saintpauloise
raphaeloise,Raphaëloise
tropezienne,Tropézienne
zacharienne,Zacharienne
saintanastasienne,Saintanastasienne
maximoise,Maximoise
salernoise,Salernoise
sanaryenne,Sanaryenne
seillanaise,Seillanaise
seillonnaise,Seillonnaise
signoise,Signoise
sillanaise,Sillanaise
six-fournaise,Six-Fournaise
sollies-pontoise,Solliès-Pontoise
toucassine,Toucassine
sollies-villaine,Solliès-Villaine
tanneronnaise,Tanneronnaise
taradeenne,Taradéenne
tavernaise,Tavernaise
toulonnaise,Toulonnaise
tourrettane,Tourrettane
tourtouraine,Tourtouraine
tourvaine,Tourvaine
transiane,Transiane
trigancoise,Trigançoise
varageoise,Varageoise
verignonaise,Vérignonaise
vidaubanaise,Vidaubanaise
villecrozienne,Villecrozienne
vinonnaise,Vinonnaise
vinsoise,Vinsoise
althenoise,Althénoise
ansouisienne,Ansouisienne
aptesienne,Aptésienne
aubignanaise,Aubignanaise
aurelienne,Aurélienne
auribellienne,Auribellienne
avignonnaise,Avignonnaise
balmeenne,Balméenne
beaumetoise,Beaumetoise
beaumontaise,Beaumontaise
beaumonaise,Beaumonaise
bedarridaise,Bédarridaise
bedoinaise,Bédoinaise
blauvacoise,Blauvacoise
bollenoise,Bollénoise
bonnieulaise,Bonnieulaise
brantuloise,Brantuloise
buissonnaise,Buissonnaise
buouxienne,Buouxienne
cabrieraine,Cabriéraine
cabrieroise,Cabriéroise
cadenetienne,Cadenetienne
caderoussienne,Caderoussienne
cairannaise,Cairannaise
camaretoise,Camaretoise
carombaise,Carombaise
carpentrassienne,Carpentrassienne
caseneuvienne,Caseneuvienne
castellante,Castellante
caumontoise,Caumontoise
cavaillonnaise,Cavaillonnaise
castelnovine,Castelnovine
chateauneuvoise,Châteauneuvoise
chevalblanaise,Chevalblanaise
courthezonnaise,Courthézonnaise
crestelaine,Crestelaine
crillonnaise,Crillonnaise
cucuronnaise,Cucuronnaise
entraiguoise,Entraiguoise
entrechalaise,Entrechalaise
fauconnaise,Fauconnaise
flassanaise,Flassanaise
vauclusienne,Vauclusienne
gargassienne,Gargassienne
gignacoise,Gignacoise
gigondassienne,Gigondassienne
gordienne,Gordienne
goultoise,Goultoise
gramboisienne,Gramboisienne
grillonnaise,Grillonnaise
jonquerettoise,Jonquerettoise
jonquieroise,Jonquiéroise
joucassienne,Joucassienne
isloise,Isloise
jordanoise,Jordanoise
bastidonnaise,Bastidonnaise
mottaiguoise,Mottaiguoise
rocalricienne,Rocalricienne
roqueroise,Roqueroise
touraine,Touraine
lacostoise,Lacostoise
lafaroise,Lafaroise
pareolaise,Paréolaise
lagnoise,Lagnoise
lamottoise,Lamottoise
lapalucienne,Lapalucienne
laurisienne,Laurisienne
barrouxienne,Barrouxienne
beaucetaine,Beaucetaine
pontetienne,Pontetienne
thoroise,Thoroise
liouxoise,Liouxoise
loriolaise,Loriolaise
lourmarinoise,Lourmarinoise
malaucenienne,Malaucénienne
malemortaise,Malemortaise
maubecquoise,Maubecquoise
mazanaise,Mazanaise
menerbienne,Ménerbienne
merindolaise,Mérindolaise
methamisoise,Méthamisoise
mirabelaine,Mirabelaine
modenoise,Modenoise
mondragonnaise,Mondragonnaise
monilienne,Monilienne
montilienne,Montilienne
morieroise,Moriéroise
mormoironnaise,Mormoironnaise
mornassienne,Mornassienne
mursoise,Mursoise
oppedoise,Oppédoise
orangeoise,Orangeoise
pernoise,Pernoise
pertuisienne,Pertuisienne
peypinienne,Peypinienne
piolencoise,Piolençoise
pugetaine,Pugétaine
puymerassienne,Puymérassienne
puyverdane,Puyverdane
rastellaine,Rastellaine
richerenchoise,Richerenchoise
roaixoise,Roaixoise
robionnaise,Robionnaise
roussillonnaise,Roussillonnaise
rustrelienne,Rustrelienne
sabletaine,Sabletaine
saignonnaise,Saignonnaise
christolaise,Christolaise
saint-didieroise,Saint-Didieroise
saint-hippolytaine,Saint-Hippolytaine
laugeroise,Laugeroise
marcellinoise,Marcellinoise
saint-martinienne,Saint-Martinienne
saint-pantaleonnaise,Saint-Pantaléonnaise
vassolienne,Vassolienne
saint-romanoise,Saint-Romanoise
saint-romanaise,Saint-Romanaise
saturninoise,Saturninoise
saint-saturninoise,Saint-Saturninoise
trinitosantaise,Trinitosantaise
cecilienne,Cécilienne
sannoise,Sannoise
sarriannaise,Sarriannaise
saltesienne,Saltésienne
saumanaise,Saumanaise
savoillanienne,Savoillanienne
seguretaine,Ségurétaine
serignanaise,Sérignanaise
siverguoise,Siverguoise
sorguaise,Sorguaise
suzettiere,Suzettière
tailladaise,Tailladaise
travaillanaise,Travaillanaise
uchalienne,Uchalienne
vacqueyrassienne,Vacqueyrassienne
vaisonnaise,Vaisonnaise
valreassienne,Valréassienne
vauginoise,Vauginoise
vedenaise,Vedènaise
velleronnaise,Velleronnaise
venasquaise,Venasquaise
viensoise,Viensoise
villarsoise,Villarsoise
villadeenne,Villadéenne
villelaurienne,Villelaurienne
villoise,Villoise
violesienne,Violésienne
visanaise,Visanaise
vitrollaine,Vitrollaine
angloise,Angloise
antignolaise,Antignolaise
apremontaise,Apremontaise
aubinoise,Aubinoise
auzacienne,Auzacienne
avrillaise,Avrillaise
barbatrine,Barbâtrine
bazogeaise,Bazogeaise
bazogeaise,Bazogeaise
meillerette,Meillerette
bellilocaine,Bellilocaine
beaurepairienne,Beaurepairienne
belverine,Belvérine
bellevilloise,Bellevilloise
benetaine,Benétaine
bessayenne,Bessayenne
ceneenne,Cenéenne
bouffereenne,Boufféréenne
bouilletaises-courdelaise,Bouilletaises-Courdelaise
